uniqueID,chrom,strand,chromStart,chromEnd,locus_kb,danko_rate_kb_min,medianDist10_kb,medianDist25_kb,medianDist40_kb,psi_diff40,psi_diff25,psi_raw40,ad_gain_db_0m,ad_gain_db_10m,ad_gain_db_25m,ad_gain_db_40m
chr15_55671405_55797045_+,chr15,+,55671405,55797045,125.64,1.883333333,12.1,33.0,65.9,0.6032938338434894,0.5419134462872734,0.40980588961369485,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr1_198273750_198413950_+,chr1,+,198273750,198413950,140.2,1.33,15.2,26.6,55.1,0.48320174044700126,0.2546343729225914,0.4332326219163056,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr18_19523559_19789027_+,chr18,+,19523559,19789027,265.468,2.224086022,16.0,45.4,80.2,0.52969120853703,0.22473891622531228,0.5801707150852066,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr18_44319424_44643576_+,chr18,+,44319424,44643576,324.152,2.088172043,11.6,27.2,73.0,0.44119722031193975,0.12178487080614836,0.5007143893104714,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr12_103374907_103676013_+,chr12,+,103374907,103676013,301.106,2.34082397,7.1,22.9,77.4,0.5202153618782618,0.18525118435062835,0.4327854302311537,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr7_36159360_36307677_+,chr7,+,36159360,36307677,148.317,2.146938776,10.2,24.8,75.3,0.616563712314713,0.34923548080847666,0.33970383680262417,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr11_131067500_131279900_+,chr11,+,131067500,131279900,212.4,0.100272109,9.2,11.3,10.6,0.11319737246700584,0.08813498932625555,0.10451719305478538,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr11_34129110_34335378_-,chr11,-,34129110,34335378,206.268,2.484946237,14.2,36.5,83.4,0.7086534310199503,0.38331578507005487,0.7652836756946996,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr18_40514860_40902473_+,chr18,+,40514860,40902473,387.613,1.969655172,14.1,18.8,71.8,0.38150182805230487,0.14408374445305114,0.43780729987440387,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr15_78858766_79031054_+,chr15,+,78858766,79031054,172.288,2.005185185,13.2,30.1,74.2,0.7217198264095873,0.36363031636872906,0.7109047519249702,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr3_61522282_62255613_+,chr3,+,61522282,62255613,733.331,2.014736842,8.7,26.5,69.9,0.11472565664614472,0.06876312054040831,0.11325955108416372,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr7_150884133_151205249_-,chr7,-,150884133,151205249,321.116,0.548235294,1.6,15.2,27.2,0.3387405549500499,0.22071920441259016,0.373152705943602,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr19_38804712_38956254_+,chr19,+,38804712,38956254,151.542,2.020524345,8.0,27.8,70.2,0.6942357926218374,0.35438153730950944,0.6256466229768138,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chrX_149282208_149433106_+,chrX,+,149282208,149433106,150.898,0.782222222,7.6,10.9,39.6,0.2924865586097244,0.20662338533231772,0.2876453555395826,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr3_152287274_152634500_+,chr3,+,152287274,152634500,347.226,1.922424242,3.2,17.2,60.1,0.4312297587559976,0.11480980739048782,0.45600689512140724,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chrX_10373595_10517949_-,chrX,-,10373595,10517949,144.354,1.832,12.8,24.6,67.8,0.5667176267206917,0.36368327193351263,0.5743167258143295,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr11_86189138_86341478_+,chr11,+,86189138,86341478,152.34,0.91,15.6,23.2,49.6,0.23927383544497685,0.19290561581800272,0.2422432810842247,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr13_112392643_112589483_+,chr13,+,112392643,112589483,196.84,2.103703704,6.4,39.2,60.2,0.6796189526935867,0.4113865289391113,0.7142037464207744,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr4_37131946_37271527_+,chr4,+,37131946,37271527,139.581,1.603673469,18.8,36.3,60.0,0.3257707018029057,0.3911524325820852,0.27075958382465265,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr2_218372756_218517041_-,chr2,-,218372756,218517041,144.285,1.714901961,6.4,20.3,59.4,0.46196143232068215,0.29868837237968565,0.43514309251531863,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr10_12431737_12908148_+,chr10,+,12431737,12908148,476.411,1.743333333,3.0,30.0,55.3,0.19866292044897765,0.11114097785344931,0.23363707374793524,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr9_85052126_85343168_-,chr9,-,85052126,85343168,291.042,2.791161049,3.0,34.6,93.0,0.4042455648298444,0.16407373792339666,0.4086995731842864,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr5_65927931_66318107_+,chr5,+,65927931,66318107,390.176,2.158333333,13.6,29.7,75.6,0.43849131855697693,0.0973663840437083,0.24595835164041793,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr2_6974973_7101760_+,chr2,+,6974973,7101760,126.787,1.330752688,13.4,7.4,50.2,0.5617397475065026,0.2177530502467948,0.5472293704602444,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr13_92675200_93009350_+,chr13,+,92675200,93009350,334.15,2.382787879,7.6,42.0,80.0,0.3633586841897419,0.14198895795144606,0.31860836889264194,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr21_44742202_44955923_-,chr21,-,44742202,44955923,213.721,0.460606061,5.5,18.8,19.9,0.3414462959127793,0.16933108037659036,0.31531841386707427,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr10_129595314_129774152_+,chr10,+,129595314,129774152,178.838,0.819607843,25.6,34.6,51.5,0.464386554792677,0.38648070591514333,0.4981925813841947,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr21_38661052_38955488_-,chr21,-,38661052,38955488,294.436,2.110175439,2.1,4.9,65.1,0.5012656587438691,0.1466104174957444,0.47241541405673404,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr1_94230981_94359293_-,chr1,-,94230981,94359293,128.312,0.668484848,4.1,20.4,27.4,0.22250886550184967,0.16342385289588562,0.19913020621327007,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr3_50375234_50515896_-,chr3,-,50375234,50515896,140.662,2.526666667,4.7,,81.7,0.46157917159597134,0.17862565856228557,0.4659485554247326,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr7_16093676_16427472_-,chr7,-,16093676,16427472,333.796,1.945,2.7,2.6,66.0,0.3926425864174665,0.1742726909931508,0.3852004106576244,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr3_191157211_191322920_-,chr3,-,191157211,191322920,165.709,2.657435897,7.6,31.4,86.6,0.5250991363682419,0.24791025376728767,0.5800870204879224,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr20_24397834_24595167_+,chr20,+,24397834,24595167,197.333,1.492631579,3.7,29.8,44.7,0.421951786019546,0.258993037603833,0.4122514173649224,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr17_8865583_9088042_+,chr17,+,8865583,9088042,222.459,1.585490196,5.3,6.3,47.8,0.4139066127122109,0.19063891975815897,0.30935919737133144,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr7_131458630_131911863_-,chr7,-,131458630,131911863,453.233,1.21254902,16.8,10.6,44.4,0.17439690715560735,0.06407138694444492,0.14757764625701217,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr11_85829797_86061075_-,chr11,-,85829797,86061075,231.278,0.135782313,6.5,11.4,12.8,0.07308407527635433,0.08131503206732738,0.0766090859336191,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
chr7_141705800_142108133_+,chr7,+,141705800,142108133,402.333,0.870769231,5.6,5.8,34.1,0.06225454008935821,0.05299881897757722,0.04848081683712437,4.771212547196624,4.771212547196624,3.010299956639812,4.771212547196624
